No,Spec.,Species,Kimura et al (2013b),Age,Time Slice,Locality,Tooth,Length,Width,VanDam1997,RatioAnterostyle,Angle(anterostyle),Angle(enterostyle),1X,1Y,2X,2Y,3X,3Y,4X,4Y,5X,5Y,6X,6Y,7X,7Y,8X,8Y,9X,9Y,10X,10Y,11X,11Y,12X,12Y,13X,13Y,UniX,UniY
183,54127,Karnimata sp.,Not analyzed,10.05,Time 3,311,M1/,Not measured,Not measured,Not measured,Not measured,Not measured,Not measured,0.001,0.000,-0.001,-0.002,-0.001,-0.001,0.002,-0.001,0.000,-0.001,0.000,0.002,-0.003,-0.002,0.001,-0.002,0.005,-0.001,0.013,0.001,-0.004,0.003,-0.027,-0.003,-0.007,0.008,-0.016,-0.007
184,54147,Karnimata sp.,Not analyzed,10.05,Time 3,311,M1/,Not measured,Not measured,Not measured,Not measured,Not measured,Not measured,0.002,0.002,0.000,-0.001,0.000,0.001,0.001,-0.001,0.000,-0.001,0.000,-0.003,0.000,0.000,0.004,-0.006,-0.007,0.002,-0.009,-0.005,0.002,0.003,0.001,0.022,-0.012,0.010,-0.023,0.029
185,54148,Karnimata sp.,Not analyzed,10.05,Time 3,311,M1/,Not measured,Not measured,Not measured,Not measured,Not measured,Not measured,-0.002,-0.002,0.000,0.001,0.001,0.000,-0.002,-0.003,0.003,0.002,-0.001,-0.002,0.003,-0.001,-0.006,-0.004,-0.011,-0.003,-0.010,0.000,0.004,-0.001,0.001,-0.006,-0.006,-0.007,-0.016,0.015
186,34542,morphotype 2,,10.05,,311,M1/,2.050,1.190,Not measured,Not measured,Not measured,Not measured,-0.002,-0.003,-0.001,0.000,-0.001,-0.002,-0.003,-0.001,0.004,-0.001,-0.001,0.002,0.000,0.002,-0.005,-0.006,-0.017,-0.005,-0.026,-0.005,-0.010,-0.009,0.013,0.019,0.023,-0.005,-0.023,0.026
187,34543,morphotype 2,,10.05,,311,M1/,1.950,1.190,1.061,0.548,46.000,69.000,0.000,-0.001,0.001,0.001,0.000,0.000,-0.002,0.000,0.001,0.000,0.001,-0.002,0.002,0.009,-0.001,-0.004,-0.012,0.003,-0.008,0.019,0.016,-0.005,-0.009,0.008,0.003,0.014,0.004,0.028
188,34559,morphotype 2,,10.05,,311,M1/,1.970,1.200,1.077,0.621,54.000,55.000,0.001,0.001,-0.001,0.000,0.000,-0.002,-0.002,-0.004,-0.002,-0.002,-0.002,-0.007,0.005,0.008,0.000,-0.004,-0.005,-0.002,-0.011,0.000,0.004,0.003,-0.003,0.011,0.019,0.004,-0.013,0.012
189,54152,morphotype 2,Not analyzed,10.05,,311,M1/,Not measured,Not measured,Not measured,Not measured,Not measured,Not measured,0.001,-0.001,0.001,-0.002,-0.003,0.001,0.001,0.001,0.000,-0.006,0.001,-0.001,-0.003,0.003,0.007,-0.002,-0.012,0.009,0.005,0.003,0.013,0.004,-0.021,-0.005,-0.026,-0.002,-0.049,0.050
190,34545,Progonomys sp.,,10.05,Time 3,311,M1/,1.930,1.090,1.117,0.457,44.000,73.000,0.001,0.000,0.002,-0.002,-0.002,0.006,0.001,-0.001,0.001,0.001,-0.001,0.002,-0.006,-0.007,0.001,-0.002,-0.012,-0.005,-0.003,-0.012,-0.015,0.007,-0.012,0.005,0.014,-0.013,-0.023,0.021
191,34549,Progonomys sp.,,10.05,Time 3,311,M1/,2.090,1.190,1.051,0.467,38.000,74.000,-0.001,0.000,0.002,0.002,0.002,0.004,0.000,0.010,0.002,0.000,-0.001,-0.004,0.000,-0.003,0.002,0.007,-0.005,-0.005,0.004,-0.013,0.016,-0.003,0.001,0.008,-0.011,-0.009,-0.055,0.024
192,34556,Progonomys sp.,,10.05,Time 3,311,M1/,1.870,1.120,1.136,0.452,36.000,69.000,-0.001,-0.001,0.003,0.001,0.001,0.005,-0.001,0.006,0.000,-0.001,-0.003,0.001,-0.003,-0.003,-0.001,0.007,0.004,0.008,-0.005,0.010,-0.017,-0.003,0.003,0.023,0.043,-0.022,0.005,-0.014
193,54131,Progonomys sp.,Not analyzed,10.05,Time 3,311,M1/,Not measured,Not measured,Not measured,Not measured,Not measured,Not measured,-0.001,-0.002,-0.002,-0.001,-0.001,-0.003,0.000,0.000,0.001,-0.003,-0.003,0.002,-0.002,0.010,-0.002,-0.002,-0.005,-0.009,0.007,0.021,-0.007,0.010,-0.018,0.000,-0.010,0.020,-0.013,0.003
194,54143,Progonomys sp.,Not analyzed,10.05,Time 3,311,M1/,Not measured,Not measured,Not measured,Not measured,Not measured,Not measured,0.001,0.001,0.000,0.000,0.000,-0.001,0.003,0.000,-0.002,0.005,0.002,0.002,-0.003,-0.004,0.003,0.014,0.000,-0.001,0.002,-0.007,-0.001,0.006,-0.009,0.010,-0.006,0.013,-0.015,0.002
195,54153,Progonomys sp.,Not analyzed,10.05,Time 3,311,M1/,Not measured,Not measured,Not measured,Not measured,Not measured,Not measured,0.000,0.000,-0.002,-0.001,0.001,-0.003,0.000,-0.005,0.003,0.003,-0.002,-0.004,0.002,0.002,-0.004,-0.007,-0.011,0.001,-0.012,0.020,-0.005,0.013,-0.021,0.015,-0.006,0.014,-0.021,0.026
196,33181,Karnimata sp.,,10.2,Time 2,450,M1/,1.980,1.160,1.076,0.581,53.000,72.000,-0.002,-0.002,0.001,0.001,0.000,0.002,-0.002,-0.001,0.003,0.000,-0.002,0.000,0.002,0.000,-0.008,-0.004,-0.005,-0.005,-0.010,0.006,0.002,-0.008,0.023,0.000,0.007,-0.010,-0.011,0.027
197,33182,Karnimata sp.,,10.2,Time 2,450,M1/,2.080,1.300,1.059,0.473,49.000,67.000,-0.002,-0.002,0.002,0.002,0.000,0.001,-0.003,-0.007,0.002,0.000,0.001,0.002,0.009,-0.001,-0.009,-0.004,0.009,-0.007,-0.006,-0.005,0.007,0.018,0.012,-0.039,-0.024,0.005,0.021,0.020
198,33185,Karnimata sp.,,10.2,Time 2,450,M1/,1.900,1.110,1.069,0.598,48.000,61.000,-0.002,-0.002,0.000,0.001,0.001,0.000,-0.002,0.001,0.003,-0.001,-0.004,-0.008,0.002,0.005,-0.002,-0.012,-0.015,-0.001,-0.007,0.005,-0.001,-0.001,-0.012,0.006,0.009,-0.001,-0.021,0.014
199,33187,Karnimata sp.,,10.2,Time 2,450,M1/,1.920,1.140,1.054,0.563,47.000,64.000,0.000,0.000,0.003,0.001,-0.002,0.002,-0.001,0.005,0.000,0.001,0.002,0.005,-0.004,0.006,0.003,0.011,-0.010,0.000,-0.005,0.000,0.014,-0.026,0.010,0.006,0.005,0.002,-0.004,0.023
200,33936,Karnimata sp.,,10.5,Time 2,259,M1/,1.790,1.140,1.135,0.551,48.000,62.000,-0.004,-0.003,0.000,0.000,-0.002,-0.001,-0.003,-0.005,-0.001,0.001,-0.001,-0.002,0.005,0.005,-0.010,0.003,-0.004,-0.009,-0.011,-0.001,0.016,-0.006,0.028,0.015,0.036,-0.006,0.001,0.014
201,33939,Karnimata sp.,,10.5,Time 2,259,M1/,1.840,1.090,1.143,0.548,42.000,50.000,0.000,0.001,-0.003,0.000,0.002,-0.005,0.001,0.000,-0.002,0.000,-0.003,-0.008,0.002,0.004,0.004,0.004,0.003,-0.001,0.002,-0.001,-0.006,0.009,-0.011,0.020,0.009,0.028,-0.006,-0.011
202,33946,Karnimata sp.,,10.5,Time 2,259,M1/,1.980,1.160,1.065,0.482,36.000,64.000,0.002,0.001,-0.001,0.000,0.000,-0.002,-0.001,0.002,0.003,0.004,0.002,0.012,-0.004,0.001,0.001,-0.008,-0.010,0.001,-0.027,0.017,-0.021,-0.002,0.002,0.010,0.012,0.002,0.000,0.039
203,33958,Karnimata sp.,,10.5,Time 2,259,M1/,2.020,1.160,1.099,0.647,31.000,50.000,-0.002,-0.002,0.000,-0.001,-0.002,-0.001,-0.001,-0.006,-0.002,0.001,-0.002,-0.001,0.001,0.003,-0.009,-0.001,0.005,-0.003,0.008,0.004,-0.004,0.001,0.013,0.020,0.031,-0.001,-0.021,-0.004
204,33960,Karnimata sp.,,10.5,Time 2,259,M1/,1.950,1.120,1.075,0.539,35.000,62.000,0.000,-0.001,0.000,-0.001,-0.001,0.000,-0.001,-0.002,0.002,-0.001,-0.001,-0.002,0.000,0.003,-0.003,-0.008,-0.008,0.002,0.002,0.007,-0.002,-0.001,0.003,0.012,-0.008,0.017,-0.009,0.016
205,33964,Karnimata sp.,,10.5,Time 2,259,M1/,1.770,1.100,1.075,0.500,51.000,67.000,-0.003,-0.003,0.002,0.001,-0.001,0.000,-0.003,-0.008,0.000,0.003,0.004,0.002,0.005,-0.001,-0.007,-0.005,-0.004,0.007,0.000,-0.008,0.012,0.002,0.018,-0.002,0.007,0.005,0.000,0.008
206,33967,Karnimata sp.,Progonomys sp.,10.5,Time 2,259,M1/,1.860,1.140,1.123,0.522,38.000,69.000,0.000,-0.001,0.002,0.000,-0.002,0.001,-0.001,-0.003,-0.001,0.000,0.000,0.003,-0.002,0.002,-0.003,0.002,0.003,0.006,0.005,0.008,-0.009,0.004,0.010,0.007,-0.009,0.005,0.013,-0.013
207,33969,Karnimata sp.,,10.5,Time 2,259,M1/,1.950,1.140,1.054,0.495,45.000,67.000,0.000,0.001,-0.001,0.001,0.002,0.000,0.002,0.009,0.002,0.001,-0.003,-0.003,-0.001,0.003,0.001,0.009,0.001,-0.013,0.003,0.015,0.001,-0.005,-0.006,0.002,-0.011,0.005,-0.019,0.019
208,33972,Karnimata sp.,Progonomys sp.,10.5,Time 2,259,M1/,1.840,1.130,1.070,0.422,34.000,59.000,-0.001,0.000,0.001,0.000,-0.001,0.000,0.000,-0.006,-0.002,0.001,0.001,-0.004,0.005,-0.001,-0.004,0.004,0.003,0.000,0.004,-0.016,0.019,-0.001,0.013,0.016,-0.002,0.001,-0.024,-0.011
209,33940,morphotype 1,,10.5,Time 2,259,M1/,2.000,1.070,1.034,0.619,46.000,57.000,0.001,0.001,0.002,-0.001,-0.004,0.000,-0.002,-0.008,-0.004,-0.002,-0.004,0.000,-0.003,0.010,-0.003,0.013,0.008,-0.003,0.005,0.022,-0.018,-0.003,-0.020,-0.025,-0.014,0.004,-0.025,0.040
210,33945,morphotype 1,,10.5,Time 2,259,M1/,2.030,1.210,1.104,0.602,39.000,59.000,0.003,0.002,-0.001,0.000,0.002,0.000,0.003,0.007,-0.001,0.002,-0.002,-0.003,-0.005,0.000,0.008,0.006,0.001,0.003,-0.003,0.022,-0.016,-0.007,-0.019,-0.002,0.024,-0.004,0.027,0.010
211,33948,morphotype 1,,10.5,Time 2,259,M1/,2.130,1.270,1.083,0.591,38.000,65.000,0.001,0.000,-0.001,0.000,0.000,-0.001,0.001,0.005,0.001,-0.001,-0.002,-0.001,-0.003,0.006,0.008,0.002,-0.013,-0.001,-0.016,0.010,-0.012,0.008,-0.021,0.021,0.004,0.003,-0.017,0.012
212,33947,Progonomys sp.,,10.5,Time 2,259,M1/,2.070,1.220,1.099,0.436,35.000,57.000,0.000,0.000,-0.002,-0.001,0.000,-0.001,0.001,0.002,0.001,-0.002,-0.003,-0.004,0.001,0.002,-0.002,-0.003,-0.006,-0.006,-0.008,0.001,0.005,-0.004,0.036,0.006,0.004,-0.010,-0.020,0.003
213,33959,Progonomys sp.,,10.5,Time 2,259,M1/,1.730,1.010,1.105,0.388,45.000,68.000,-0.003,-0.003,0.001,0.001,0.000,-0.001,-0.001,0.000,0.000,0.003,0.001,-0.002,0.001,0.001,-0.004,0.005,-0.001,0.007,0.021,0.000,0.012,-0.011,-0.002,0.004,0.001,0.000,-0.021,0.006
214,33961,Progonomys sp.,,10.5,Time 2,259,M1/,1.850,1.080,1.086,0.449,29.000,68.000,-0.001,-0.002,0.002,0.000,-0.002,0.000,-0.003,-0.008,-0.002,0.001,0.001,-0.005,0.004,0.005,-0.001,0.000,-0.006,0.006,0.010,-0.011,0.007,0.005,0.002,-0.008,-0.027,0.003,-0.013,0.001
215,33962,Progonomys sp.,,10.5,Time 2,259,M1/,1.870,1.070,1.046,0.467,32.000,63.000,0.000,-0.001,0.000,-0.001,0.000,0.000,0.001,0.001,0.000,0.001,-0.003,-0.004,-0.002,0.002,0.000,0.000,-0.007,-0.003,0.013,0.005,0.000,0.006,-0.016,0.009,0.008,0.013,-0.048,-0.020
216,33963,Progonomys sp.,,10.5,Time 2,259,M1/,2.000,1.090,1.036,0.440,36.000,70.000,-0.001,-0.001,0.001,-0.001,-0.001,0.000,0.000,-0.001,0.001,0.006,0.001,0.000,-0.001,0.004,-0.003,-0.002,-0.013,-0.003,0.007,0.007,0.012,0.002,-0.008,0.009,0.011,0.004,-0.061,0.011
217,33965,Progonomys sp.,,10.5,Time 2,259,M1/,1.710,1.030,1.080,0.414,33.000,66.000,0.001,0.000,-0.003,-0.004,-0.004,-0.002,0.001,-0.007,0.001,-0.001,-0.001,0.001,-0.004,0.001,-0.002,-0.014,-0.011,0.000,0.012,0.004,-0.017,0.013,-0.015,0.012,-0.023,0.000,-0.010,-0.036
218,33968,Progonomys sp.,,10.5,Time 2,259,M1/,1.850,1.070,1.024,0.474,48.000,74.000,0.002,0.001,0.000,0.000,0.001,0.002,0.001,0.007,0.002,-0.005,0.000,0.000,-0.002,0.001,0.007,-0.009,-0.008,0.002,-0.009,-0.001,0.006,0.008,-0.010,0.006,-0.005,-0.011,-0.024,0.032
219,33973,Progonomys sp.,,10.5,Time 2,259,M1/,1.960,1.150,1.116,0.511,42.000,82.000,-0.002,-0.002,0.002,0.001,0.000,0.000,-0.003,0.002,-0.001,0.000,0.000,0.004,0.000,0.007,0.000,0.004,0.001,0.000,0.000,-0.001,-0.013,0.010,0.008,0.009,-0.005,0.010,-0.012,0.001
220,33974,Progonomys sp.,,10.5,Time 2,259,M1/,1.870,1.080,1.124,0.481,35.000,65.000,-0.002,-0.002,0.001,0.000,-0.001,0.000,-0.001,0.000,0.000,0.002,0.004,0.001,0.001,0.003,-0.001,-0.002,-0.005,0.011,0.019,0.010,0.025,0.002,-0.013,0.008,-0.001,-0.016,-0.036,0.010
221,33976,Progonomys sp.,,10.5,Time 2,259,M1/,1.880,1.100,1.075,0.447,46.000,74.000,0.001,0.001,0.000,-0.002,0.000,0.000,0.003,0.001,-0.001,0.006,0.000,-0.005,-0.007,-0.005,0.007,0.003,-0.010,0.010,0.012,-0.004,-0.015,-0.007,-0.020,0.005,0.000,-0.015,-0.035,-0.039
222,33852,? Karnimata,,11.15,Time 1,797,M1/,1.930,1.220,1.169,0.457,41.000,77.000,0.001,0.000,0.000,-0.001,-0.001,0.001,0.000,-0.005,0.001,0.001,0.001,0.006,-0.003,-0.005,-0.003,-0.006,0.002,0.004,0.005,0.013,-0.020,0.019,-0.024,-0.021,-0.010,-0.006,0.030,-0.012
223,33866,? Karnimata,,11.15,Time 1,797,M1/,1.950,1.220,1.181,0.464,41.000,63.000,0.002,0.002,-0.002,-0.001,0.001,0.000,0.003,0.002,0.001,-0.001,-0.001,0.000,-0.003,-0.007,0.001,-0.002,0.004,-0.001,-0.004,0.009,-0.008,-0.005,0.003,0.004,-0.001,-0.018,0.004,-0.003
224,33876,? Karnimata,,11.15,Time 1,797,M1/,1.930,1.210,1.115,0.492,43.000,56.000,0.000,0.000,0.002,0.002,0.002,0.002,-0.002,0.006,-0.002,-0.003,-0.002,-0.002,0.001,0.004,0.002,0.010,0.006,0.001,-0.007,0.000,-0.004,-0.009,0.036,-0.003,0.001,-0.007,0.004,-0.002
225,36822,? Karnimata,,11.15,Time 1,797,M1/,2.230,1.250,1.115,0.482,39.000,67.000,0.003,0.003,-0.001,-0.001,0.001,0.000,0.004,-0.003,-0.004,0.003,0.002,-0.001,-0.001,-0.005,0.002,0.004,0.017,0.001,0.016,-0.005,0.003,0.010,0.004,-0.004,0.004,0.005,-0.029,-0.001
226,33869,Progonomys hussaini,,11.15,Time 1,797,M1/,1.800,1.120,1.123,0.539,39.000,72.000,0.002,0.002,-0.001,-0.001,-0.001,0.001,0.000,-0.002,0.002,-0.004,0.000,0.000,0.000,0.000,0.000,-0.008,-0.003,-0.006,-0.008,0.003,0.003,-0.004,-0.003,-0.007,-0.022,0.003,-0.002,0.021
227,33878,Progonomys hussaini,,11.15,Time 1,797,M1/,1.810,1.070,1.080,0.394,31.000,75.000,0.001,0.001,0.000,-0.002,-0.002,0.000,0.002,-0.005,-0.001,0.004,-0.002,-0.005,-0.004,0.000,-0.002,0.001,0.002,0.002,0.033,0.015,-0.009,-0.003,-0.043,0.004,-0.008,0.020,-0.020,-0.027
228,36819,Progonomys hussaini,,11.15,Time 1,797,M1/,1.720,1.050,1.068,0.381,42.000,69.000,0.000,0.001,-0.001,-0.001,0.000,-0.001,0.001,-0.001,0.000,0.003,0.001,0.002,-0.001,-0.002,-0.002,0.006,0.005,-0.008,0.007,0.000,0.003,0.000,-0.013,-0.010,-0.016,-0.017,-0.021,-0.002
229,36821,Progonomys hussaini,,11.15,Time 1,797,M1/,1.860,1.100,1.111,0.521,39.000,80.000,0.002,0.002,-0.002,0.001,0.002,-0.001,0.004,0.006,-0.001,0.000,0.000,-0.001,-0.002,-0.004,0.007,0.012,0.011,0.003,0.005,0.006,0.001,0.005,-0.007,-0.009,-0.016,0.013,-0.004,0.019
230,36823,Progonomys hussaini,,11.15,Time 1,797,M1/,1.680,1.090,1.143,0.523,39.000,74.000,0.000,0.000,0.000,0.001,0.001,-0.002,-0.001,-0.007,0.001,0.004,0.007,0.006,0.005,-0.007,-0.005,-0.004,0.003,0.019,-0.014,0.009,0.011,-0.011,-0.002,0.003,0.002,-0.005,0.037,0.003
231,36826,Progonomys hussaini,,11.15,Time 1,797,M1/,1.800,1.100,1.099,0.596,43.000,82.000,0.000,-0.001,-0.001,-0.001,-0.002,-0.002,-0.001,-0.006,0.002,-0.001,0.001,0.005,-0.001,0.004,-0.003,-0.010,-0.004,0.002,0.000,0.016,-0.006,0.008,-0.038,0.000,-0.022,0.033,0.014,0.019
232,34973,? Karnimata,,11.2,Time 1,791,M1/,1.900,1.190,1.127,0.405,30.000,57.000,-0.002,-0.002,-0.003,0.001,0.001,-0.004,0.000,0.007,-0.001,-0.006,-0.001,0.002,0.001,0.004,0.003,0.013,0.012,0.001,0.001,0.004,-0.005,-0.012,0.005,0.004,0.000,0.023,0.001,-0.020
233,34975,? Karnimata,,11.2,Time 1,791,M1/,1.920,1.230,1.162,0.405,38.000,67.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,-0.001,0.002,0.005,0.000,-0.002,-0.001,-0.001,0.007,0.005,0.000,0.004,-0.004,-0.013,0.010,0.000,0.001,-0.017,0.011,-0.024
234,34963,Progonomys hussaini,,11.2,Time 1,791,M1/,1.770,1.070,1.118,0.466,23.000,76.000,0.000,-0.001,-0.002,-0.002,-0.002,-0.004,-0.001,-0.006,0.001,0.000,0.003,0.008,-0.002,-0.002,-0.002,-0.008,-0.001,0.010,0.005,0.013,-0.013,-0.006,-0.025,-0.004,-0.017,-0.006,0.005,-0.021
235,34965,Progonomys hussaini,,11.2,Time 1,791,M1/,1.710,1.060,1.111,0.440,35.000,59.000,-0.001,0.001,-0.001,0.001,0.002,-0.004,0.000,-0.005,0.000,0.007,0.003,-0.001,0.006,0.001,-0.005,0.002,0.003,0.002,-0.002,0.005,0.012,0.001,-0.001,0.010,-0.007,-0.002,-0.001,-0.012
236,34976,Progonomys hussaini,,11.2,Time 1,791,M1/,1.940,1.140,1.099,0.467,38.000,68.000,0.002,0.003,-0.003,-0.001,0.001,-0.002,0.004,0.004,-0.001,0.001,-0.004,-0.006,-0.004,-0.002,0.006,0.006,0.010,-0.011,0.014,0.008,-0.015,0.003,-0.029,-0.012,-0.008,0.001,-0.009,-0.005
237,54023,Progonomys hussaini,,11.32,Time 1,809,M1/,1.890,1.130,1.142,0.556,38.000,83.000,-0.001,-0.001,0.001,0.000,-0.001,0.000,-0.001,-0.002,-0.003,-0.006,-0.005,-0.007,0.001,0.008,-0.001,0.008,0.012,0.003,0.013,0.020,-0.012,0.003,0.000,-0.010,-0.025,-0.004,0.032,0.021
238,54027,Progonomys hussaini,,11.32,Time 1,809,M1/,1.810,1.080,1.086,0.443,46.000,64.000,-0.001,-0.001,-0.001,0.000,0.000,-0.001,0.001,0.000,0.001,0.001,0.000,0.003,-0.001,-0.003,-0.003,0.004,0.005,0.005,0.004,0.020,-0.005,-0.005,-0.017,-0.004,-0.006,0.000,0.016,-0.004
239,54031,Progonomys hussaini,,11.32,Time 1,809,M1/,1.960,1.120,1.136,0.440,30.000,72.000,0.002,0.002,0.000,-0.001,-0.001,0.001,0.002,0.003,-0.002,-0.003,-0.003,-0.004,-0.005,0.006,0.008,0.007,0.006,-0.004,0.016,0.015,-0.014,-0.003,-0.028,0.000,-0.025,0.009,-0.013,0.002
240,33572,New Genus,Progonomys hussaini,11.35,,76,M1/,1.790,1.160,1.160,0.474,31.000,74.000,-0.002,-0.001,0.000,0.002,0.002,-0.002,-0.002,0.003,0.000,0.000,0.000,0.003,0.002,0.002,-0.001,0.002,0.004,0.001,-0.005,-0.004,-0.010,0.010,0.024,-0.003,0.005,0.005,0.029,-0.003
241,33580,New Genus,Progonomys hussaini,11.35,,76,M1/,1.830,1.140,1.148,0.398,37.000,73.000,0.000,0.000,-0.001,-0.001,-0.001,-0.001,0.001,-0.002,-0.002,0.000,0.003,0.005,0.000,-0.004,-0.001,0.000,0.013,0.017,0.018,0.015,0.001,-0.007,0.025,-0.020,-0.016,-0.016,0.025,-0.012
242,33584,New Genus,Progonomys hussaini,11.35,,76,M1/,1.750,1.130,1.155,0.445,52.000,56.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.004,0.000,-0.004,0.004,0.008,-0.001,0.003,0.004,-0.004,0.006,-0.001,0.005,0.001,0.011,-0.004,0.013,-0.019,-0.030,-0.007,0.018,-0.005
